Text	Emotion
 I think you have chicken pox ! You are contagious ! Get away ! Don ’ t breathe on me ! 	1
In the last 10 days of the trail , however , he became much happier to take risks , although babies remained unkissed . 	2
As a result of breaking the indicator light as mentioned for guilt.	1
After a motor accident (I was the frong-seat-passenger) I spit blood.	1
When a teacher though pretending to be a highly cultivated teacher and a man, slapped a classmate of mine in the face quite undeservedly.	0
 What ? 	3
When I was admitted to the Chinese universiity.	2
When I received my U.E. accredited as I was totally unexpecting it and I was so happy.	2
My father had once again told me that I should be careful and try to seek admission to other places also apart from the faculty of Social Sciences at the university of Helsinki.  I was not at all interested in any other place and had no time to study for other entrance exams.	0
My friend was pregnant, but lost her child during the second month. I went to see her at hospital - she was crying. I felt very sorry for her.	4
 I am sorry . There is a speed limit . 	4
When I almost ran over a small boy who suddenly was in front of my car.	1
When I failed at the first entrance exam.	4
Our , most of our rules and most of our laws are made by people who are frightened of losing their property , and not the sort of people who are frightened of being mugged at night . 	1
Someone told me we are not as good as the All English Class.	0
What a nice day ! Why don't we go for an outing ? 	2
 What ? 	3
I was very angry when one day I went to see my girlfriend I talked to her and could not answer back. She was depressed for reasons which were not known to me.	0
In a very important basket-ball match where a lot was at stake, I played very badly.	0
Power cut made me unable to listen to the songs sung by my favourite pop star.	4
Brother continually interupting while I was talking on the telephone.	0
@sachaLan Free Expression As Revolution 	1
Punished by a leader.	0
When I received my promotion letter.	2
When my grandmother passed away.	4
Once when I crossed the street, and was nearly trampled by a car.	1
 I already had that idea . 	4
 It ’ s fine . I am actually from Mexico . I was in China on a business trip , visiting some local companies that manufacture bathroom products . 	2
 I can see that you are trying , but where do you think you could improve ? 	3
When I won the first prize in a cross country race.	2
When I succeded in establishing a contact with a girl (who is now my girlfriend).	2
 I don ’ t have one time in particular . I just go to sleep whenever I feel tired . 	4
Faint annoyance began to show on Major Tzann 's face . 	0
 Fine ! 	3
While at school I had to write an essay for doing something wrong that I didn't do. I wrote the essay about how I was mistreated and got Saturday morning detention along with a few other kids, but they didn't show up.	0
 Absolutely not ! I refuse to have thirteen people for dinner on Friday ! 	0
You can imagine my horror ! 	1
 Rather . I'm afraid I didn't do very well . 	4
 Is he in ? 	3
I had been having a heated argument with a lover - whose intention was that we should marry in the near future - and was rejected by her when I started to cry. When I stopped crying for a moment she said \There, have you got it all out now ?\"."	0
After my marriage I received the B.Sc results by post, I was very happy to learn that I had got very good marks - first class.	2
 Sounds good . 	2
Hello ! I'm Penny , I moved here just now . 	2
 Ur , you really let me down . 	0
 Jog ? 	3
An argument among friends in which my opinions on the way to spend spare time were disapproved.	0
When I learned that my former boyfriend had become engaged - although I was glad that he had found what he wanted, I was very sad at my own personal loss, since I had always hoped we might one day reconcile.	4
After my little sister's Graduation from High School my grandmother became very sick. She passed away a few months later.	4
 Oh , that is a shame . He is really hard working . 	3
Naturally when I got myself discharged this was my second birthday.	2
When I received a letter from the university telling me that my application had been accepted.	2
Man , I ’ m freaking out ! You gotta help me ! 	1
One night, at a friend's place I realized that I had everything I most wished, around me.	2
 Dream on ! 	3
 I'm sorry , but our university computer center only sells Macintosh equipment . 	4
Shaw , however , worked off most of his exasperation over the weekend winning the Durham and Cleveland County veterans ' over 50 title . 	0
 Autumn is also very nice in Washington . 	2
 Exactly . 	3
Love problems.	4
 I don't find this fair . 	0
How can I tell her about this ? 	3
Getting University Entrance accredited and arriving home from boarding school on accrediting leave.	2
 I really like the straight legs . 	3
 That's a good idea . Let's see if we can get more people in this plan . There isn't much business these days anyway , so I think many people will be interested . 	2
How's work ? 	3
 Oh , shut up , will you ? It was all your fault . If you'd kept quite this would never have happened . 	0
 I only buy them if they look particularly interesting . I don ’ t buy any regularly . 	3
 I do like Thai food . Did you see much of Bangkok ? 	2
I was alone at home on New Year's Eve.	4
When my elder sister died.	4
 I don ’ t believe that . 	3
Well , Mr . Brooks . I ’ m sorry , again , for the delay , but we should have everything completed by the time you get back . 	4
Delighted about Jim , apprehensive for Jasper , Alice lay for a long time awake in the silent room . 	2
